gvkey,formyear,filename,subfolder,filetype,is_esef,esef_filetype,filing_date,size_bytes,size_mb,last_modified,created
315582,2024,JA.xhtml.html.gzip,/Users/mbp16/Dropbox/data/proj/bmcg/bundesanzeiger/public/315582/2024/stabilus_Jahres-_2025-01-10_esef_xmls,ESEF,True,ESEF Report XHTML file,2025-01-10,2591579,2.471522331237793,2025-02-06 23:08:07.264949,2025-02-06 23:08:07.287639
315582,2022,JA.xhtml.html.gzip,/Users/mbp16/Dropbox/data/proj/bmcg/bundesanzeiger/public/315582/2022/stabilus_Jahres-_2023-02-01_esef_xmls,ESEF,True,ESEF Report XHTML file,2023-02-01,2723919,2.597731590270996,2025-02-06 23:08:42.630253,2025-02-06 23:08:42.647009
289333,2020,SMA_AG_Einzelabschluss_HGB_31122020.xhtml.html.gzip,/Users/mbp16/Dropbox/data/proj/bmcg/bundesanzeiger/public/289333/2020/sma_solar_2021-06-14_esef_xmls,ESEF,True,iXBRL/ESEF Instance XHTML file,2021-06-14,26360,0.02513885498046875,2025-02-01 12:17:17.998125,2025-02-01 12:17:18.070809
289333,2021,smasolartechnologyag.xhtml.html.gzip,/Users/mbp16/Dropbox/data/proj/bmcg/bundesanzeiger/public/289333/2021/sma_solar_2022-04-12_esef_xmls,ESEF,True,ESEF Report XHTML file,2022-04-12,234289,0.2234354019165039,2025-02-01 12:17:08.777223,2025-02-01 12:17:08.868721
346413,2022,JALABE.xhtml.html.gzip,/Users/mbp16/Dropbox/data/proj/bmcg/bundesanzeiger/public/346413/2022/auto1_group_2023-05-12_esef_xmls,ESEF,True,ESEF Report XHTML file,2023-05-12,58623,0.055907249450683594,2025-02-01 15:10:42.256498,2025-02-01 15:10:42.369035
289333,2021,SMA-2021-12-31-de.xhtml.html.gzip,/Users/mbp16/Dropbox/data/proj/bmcg/bundesanzeiger/public/289333/2021/sma_solar_2022-04-12_esef_xmls,ESEF,True,iXBRL/ESEF Instance XHTML file,2022-04-12,304407,0.29030513763427734,2025-02-01 12:17:05.755399,2025-02-01 12:17:05.833453
289333,2022,SMA-2022-12-31-de.xhtml.html.gzip,/Users/mbp16/Dropbox/data/proj/bmcg/bundesanzeiger/public/289333/2022/sma_solar_2023-05-03_esef_xmls,ESEF,True,iXBRL/ESEF Instance XHTML file,2023-05-03,664972,0.6341667175292969,2025-02-01 12:16:56.530760,2025-02-01 12:16:56.606718
346413,2022,KALABE.xhtml.html.gzip,/Users/mbp16/Dropbox/data/proj/bmcg/bundesanzeiger/public/346413/2022/auto1_group_2023-05-05_esef_xmls,ESEF,True,ESEF Report XHTML file,2023-05-05,42910,0.04092216491699219,2025-02-01 15:10:52.938464,2025-02-01 15:10:53.049238
289333,2022,smasolartechnologyag-2022-12-31-de.xhtml.html.gzip,/Users/mbp16/Dropbox/data/proj/bmcg/bundesanzeiger/public/289333/2022/sma_solar_2023-05-03_esef_xmls,ESEF,True,ESEF Report XHTML file,2023-05-03,599810,0.5720233917236328,2025-02-01 12:16:54.507880,2025-02-01 12:16:54.673340
346413,2023,KALABE.xhtml.html.gzip,/Users/mbp16/Dropbox/data/proj/bmcg/bundesanzeiger/public/346413/2023/auto1_group_2024-04-22_esef_xmls,ESEF,True,ESEF Report XHTML file,2024-04-22,50358,0.04802513122558594,2025-02-01 15:10:24.139593,2025-02-01 15:10:24.255295
289333,2020,SMA-2020-12-31.xhtml.html.gzip,/Users/mbp16/Dropbox/data/proj/bmcg/bundesanzeiger/public/289333/2020/sma_solar_2021-06-14_esef_xmls,ESEF,True,iXBRL/ESEF Instance XHTML file,2021-06-14,383306,0.36554908752441406,2025-02-01 12:17:15.573457,2025-02-01 12:17:15.648871
346413,2023,JALABE.xhtml.html.gzip,/Users/mbp16/Dropbox/data/proj/bmcg/bundesanzeiger/public/346413/2023/auto1_group_2024-05-03_esef_xmls,ESEF,True,ESEF Report XHTML file,2024-05-03,71786,0.06846046447753906,2025-02-01 15:10:15.202059,2025-02-01 15:10:15.273787
